pclass,survived,name,sex,age,sibsp,parch,fare,embarked
3,0,"Dean, Mr. Bertram Frank",male,26,1,2,20.5750,S
3,1,"Dean, Mrs. Bertram (Eva Georgetta Light)",female,33,1,2,20.5750,S
3,0,"Delalic, Mr. Redjo",male,25,0,0,7.8958,S
3,0,"Demetri, Mr. Marinko",male,,0,0,7.8958,S
3,0,"Denkoff, Mr. Mitto",male,,0,0,7.8958,S
3,0,"Dennis, Mr. Samuel",male,22,0,0,7.2500,S
3,0,"Dennis, Mr. William",male,36,0,0,7.2500,S
3,1,"Devaney, Miss. Margaret Delia",female,19,0,0,7.8792,Q
3,0,"Dika, Mr. Mirko",male,17,0,0,7.8958,S
3,0,"Dimic, Mr. Jovan",male,42,0,0,8.6625,S
3,0,"Dintcheff, Mr. Valtcho",male,43,0,0,7.8958,S
3,0,"Doharr, Mr. Tannous",male,,0,0,7.2292,C
3,0,"Dooley, Mr. Patrick",male,32,0,0,7.7500,Q
3,1,"Dorking, Mr. Edward Arthur",male,19,0,0,8.0500,S
3,1,"Dowdell, Miss. Elizabeth",female,30,0,0,12.4750,S
3,0,"Doyle, Miss. Elizabeth",female,24,0,0,7.7500,Q
3,1,"Drapkin, Miss. Jennie",female,23,0,0,8.0500,S
3,0,"Drazenoic, Mr. Jozef",male,33,0,0,7.8958,C
3,1,"Duquemin, Mr. Joseph",male,24,0,0,7.5500,S
3,0,"Dyker, Mr. Adolf Fredrik",male,23,1,0,13.9000,S
3,1,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",female,22,1,0,13.9000,S
3,0,"Edvardsson, Mr. Gustaf Hjalmar",male,18,0,0,7.7750,S
3,0,"Eklund, Mr. Hans Linus",male,16,0,0,7.7750,S
3,0,"Ekstrom, Mr. Johan",male,45,0,0,6.9750,S
3,0,"Elias, Mr. Dibo",male,,0,0,7.2250,C
3,0,"Elias, Mr. Joseph",male,39,0,2,7.2292,C
3,0,"Elias, Mr. Joseph Jr",male,17,1,1,7.2292,C
3,0,"Elias, Mr. Tannous",male,15,1,1,7.2292,C
3,0,"Elsbury, Mr. William James",male,47,0,0,7.2500,S
3,1,"Emanuel, Miss. Virginia Ethel",female,5,0,0,12.4750,S
3,0,"Emir, Mr. Farred Chehab",male,,0,0,7.2250,C
3,0,"Everett, Mr. Thomas James",male,40.5,0,0,15.1000,S
3,0,"Farrell, Mr. James",male,40.5,0,0,7.7500,Q
3,1,"Finoli, Mr. Luigi",male,,0,0,7.0500,S
3,0,"Fischer, Mr. Eberhard Thelander",male,18,0,0,7.7958,S
3,0,"Fleming, Miss. Honora",female,,0,0,7.7500,Q
3,0,"Flynn, Mr. James",male,,0,0,7.7500,Q
3,0,"Flynn, Mr. John",male,,0,0,6.9500,Q
3,0,"Foley, Mr. Joseph",male,26,0,0,7.8792,Q
3,0,"Foley, Mr. William",male,,0,0,7.7500,Q
3,1,"Foo, Mr. Choong",male,,0,0,56.4958,S
3,0,"Ford, Miss. Doolina Margaret ""Daisy""",female,21,2,2,34.3750,S
3,0,"Ford, Miss. Robina Maggie ""Ruby""",female,9,2,2,34.3750,S
3,0,"Ford, Mr. Arthur",male,,0,0,8.0500,S
3,0,"Ford, Mr. Edward Watson",male,18,2,2,34.3750,S
3,0,"Ford, Mr. William Neal",male,16,1,3,34.3750,S
3,0,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48,1,3,34.3750,S
3,0,"Fox, Mr. Patrick",male,,0,0,7.7500,Q
3,0,"Franklin, Mr. Charles (Charles Fardon)",male,,0,0,7.2500,S
3,0,"Gallagher, Mr. Martin",male,25,0,0,7.7417,Q
3,0,"Garfirth, Mr. John",male,,0,0,14.5000,S
3,0,"Gheorgheff, Mr. Stanio",male,,0,0,7.8958,C
3,0,"Gilinski, Mr. Eliezer",male,22,0,0,8.0500,S
3,1,"Gilnagh, Miss. Katherine ""Katie""",female,16,0,0,7.7333,Q
3,1,"Glynn, Miss. Mary Agatha",female,,0,0,7.7500,Q
3,1,"Goldsmith, Master. Frank John William ""Frankie""",male,9,0,2,20.5250,S
3,0,"Goldsmith, Mr. Frank John",male,33,1,1,20.5250,S
3,0,"Goldsmith, Mr. Nathan",male,41,0,0,7.8500,S
3,1,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31,1,1,20.5250,S
3,0,"Goncalves, Mr. Manuel Estanslas",male,38,0,0,7.0500,S
3,0,"Goodwin, Master. Harold Victor",male,9,5,2,46.9000,S
3,0,"Goodwin, Master. Sidney Leonard",male,1,5,2,46.9000,S
3,0,"Goodwin, Master. William Frederick",male,11,5,2,46.9000,S
3,0,"Goodwin, Miss. Jessie Allis",female,10,5,2,46.9000,S
3,0,"Goodwin, Miss. Lillian Amy",female,16,5,2,46.9000,S
3,0,"Goodwin, Mr. Charles Edward",male,14,5,2,46.9000,S
3,0,"Goodwin, Mr. Charles Frederick",male,40,1,6,46.9000,S
3,0,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43,1,6,46.9000,S
3,0,"Green, Mr. George Henry",male,51,0,0,8.0500,S
3,0,"Gronnestad, Mr. Daniel Danielsen",male,32,0,0,8.3625,S
3,0,"Guest, Mr. Robert",male,,0,0,8.0500,S
3,0,"Gustafsson, Mr. Alfred Ossian",male,20,0,0,9.8458,S
3,0,"Gustafsson, Mr. Anders Vilhelm",male,37,2,0,7.9250,S
3,0,"Gustafsson, Mr. Johan Birger",male,28,2,0,7.9250,S
3,0,"Gustafsson, Mr. Karl Gideon",male,19,0,0,7.7750,S
3,0,"Haas, Miss. Aloisia",female,24,0,0,8.8500,S
3,0,"Hagardon, Miss. Kate",female,17,0,0,7.7333,Q
3,0,"Hagland, Mr. Ingvald Olai Olsen",male,,1,0,19.9667,S
3,0,"Hagland, Mr. Konrad Mathias Reiersen",male,,1,0,19.9667,S
3,0,"Hakkarainen, Mr. Pekka Pietari",male,28,1,0,15.8500,S
3,1,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",female,24,1,0,15.8500,S
3,0,"Hampe, Mr. Leon",male,20,0,0,9.5000,S
3,0,"Hanna, Mr. Mansour",male,23.5,0,0,7.2292,C
3,0,"Hansen, Mr. Claus Peter",male,41,2,0,14.1083,S
3,0,"Hansen, Mr. Henrik Juul",male,26,1,0,7.8542,S
3,0,"Hansen, Mr. Henry Damsgaard",male,21,0,0,7.8542,S
3,1,"Hansen, Mrs. Claus Peter (Jennie L Howard)",female,45,1,0,14.1083,S
3,0,"Harknett, Miss. Alice Phoebe",female,,0,0,7.5500,S
3,0,"Harmer, Mr. Abraham (David Lishin)",male,25,0,0,7.2500,S
3,0,"Hart, Mr. Henry",male,,0,0,6.8583,Q
3,0,"Hassan, Mr. Houssein G N",male,11,0,0,18.7875,C
3,1,"Healy, Miss. Hanora ""Nora""",female,,0,0,7.7500,Q
3,1,"Hedman, Mr. Oskar Arvid",male,27,0,0,6.9750,S
3,1,"Hee, Mr. Ling",male,,0,0,56.4958,S
3,0,"Hegarty, Miss. Hanora ""Nora""",female,18,0,0,6.7500,Q
3,1,"Heikkinen, Miss. Laina",female,26,0,0,7.9250,S
3,0,"Heininen, Miss. Wendla Maria",female,23,0,0,7.9250,S
3,1,"Hellstrom, Miss. Hilda Maria",female,22,0,0,8.9625,S
3,0,"Hendekovic, Mr. Ignjac",male,28,0,0,7.8958,S
3,0,"Henriksson, Miss. Jenny Lovisa",female,28,0,0,7.7750,S
3,0,"Henry, Miss. Delia",female,,0,0,7.7500,Q
3,1,"Hirvonen, Miss. Hildur E",female,2,0,1,12.2875,S
3,1,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",female,22,1,1,12.2875,S
3,0,"Holm, Mr. John Fredrik Alexander",male,43,0,0,6.4500,S
3,0,"Holthen, Mr. Johan Martin",male,28,0,0,22.5250,S
3,1,"Honkanen, Miss. Eliina",female,27,0,0,7.9250,S
3,0,"Horgan, Mr. John",male,,0,0,7.7500,Q
3,1,"Howard, Miss. May Elizabeth",female,,0,0,8.0500,S
3,0,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42,0,0,7.6500,S
3,1,"Hyman, Mr. Abraham",male,,0,0,7.8875,S
3,0,"Ibrahim Shawah, Mr. Yousseff",male,30,0,0,7.2292,C
3,0,"Ilieff, Mr. Ylio",male,,0,0,7.8958,S
3,0,"Ilmakangas, Miss. Ida Livija",female,27,1,0,7.9250,S
3,0,"Ilmakangas, Miss. Pieta Sofia",female,25,1,0,7.9250,S
3,0,"Ivanoff, Mr. Kanio",male,,0,0,7.8958,S
3,1,"Jalsevac, Mr. Ivan",male,29,0,0,7.8958,C
3,1,"Jansson, Mr. Carl Olof",male,21,0,0,7.7958,S
3,0,"Jardin, Mr. Jose Neto",male,,0,0,7.0500,S
3,0,"Jensen, Mr. Hans Peder",male,20,0,0,7.8542,S
3,0,"Jensen, Mr. Niels Peder",male,48,0,0,7.8542,S
3,0,"Jensen, Mr. Svend Lauritz",male,17,1,0,7.0542,S
3,1,"Jermyn, Miss. Annie",female,,0,0,7.7500,Q
3,1,"Johannesen-Bratthammer, Mr. Bernt",male,,0,0,8.1125,S
3,0,"Johanson, Mr. Jakob Alfred",male,34,0,0,6.4958,S
3,1,"Johansson Palmquist, Mr. Oskar Leander",male,26,0,0,7.7750,S
3,0,"Johansson, Mr. Erik",male,22,0,0,7.7958,S
3,0,"Johansson, Mr. Gustaf Joel",male,33,0,0,8.6542,S
3,0,"Johansson, Mr. Karl Johan",male,31,0,0,7.7750,S
3,0,"Johansson, Mr. Nils",male,29,0,0,7.8542,S
3,1,"Johnson, Master. Harold Theodor",male,4,1,1,11.1333,S
3,1,"Johnson, Miss. Eleanor Ileen",female,1,1,1,11.1333,S
3,0,"Johnson, Mr. Alfred",male,49,0,0,0.0000,S
3,0,"Johnson, Mr. Malkolm Joackim",male,33,0,0,7.7750,S
3,0,"Johnson, Mr. William Cahoone Jr",male,19,0,0,0.0000,S
3,1,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",female,27,0,2,11.1333,S
3,0,"Johnston, Master. William Arthur ""Willie""",male,,1,2,23.4500,S
3,0,"Johnston, Miss. Catherine Helen ""Carrie""",female,,1,2,23.4500,S
3,0,"Johnston, Mr. Andrew G",male,,1,2,23.4500,S
3,0,"Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)",female,,1,2,23.4500,S
3,0,"Jonkoff, Mr. Lalio",male,23,0,0,7.8958,S
3,1,"Jonsson, Mr. Carl",male,32,0,0,7.8542,S
3,0,"Jonsson, Mr. Nils Hilding",male,27,0,0,7.8542,S
3,0,"Jussila, Miss. Katriina",female,20,1,0,9.8250,S
3,0,"Jussila, Miss. Mari Aina",female,21,1,0,9.8250,S
3,1,"Jussila, Mr. Eiriik",male,32,0,0,7.9250,S
3,0,"Kallio, Mr. Nikolai Erland",male,17,0,0,7.1250,S
3,0,"Kalvik, Mr. Johannes Halvorsen",male,21,0,0,8.4333,S
3,0,"Karaic, Mr. Milan",male,30,0,0,7.8958,S
3,1,"Karlsson, Mr. Einar Gervasius",male,21,0,0,7.7958,S
3,0,"Karlsson, Mr. Julius Konrad Eugen",male,33,0,0,7.8542,S
3,0,"Karlsson, Mr. Nils August",male,22,0,0,7.5208,S
3,1,"Karun, Miss. Manca",female,4,0,1,13.4167,C
3,1,"Karun, Mr. Franz",male,39,0,1,13.4167,C
3,0,"Kassem, Mr. Fared",male,,0,0,7.2292,C
3,0,"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")",male,18.5,0,0,7.2292,C
3,0,"Keane, Mr. Andrew ""Andy""",male,,0,0,7.7500,Q
3,0,"Keefe, Mr. Arthur",male,,0,0,7.2500,S
3,1,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,,0,0,7.7500,Q
3,1,"Kelly, Miss. Mary",female,,0,0,7.7500,Q
3,0,"Kelly, Mr. James",male,34.5,0,0,7.8292,Q
3,0,"Kelly, Mr. James",male,44,0,0,8.0500,S
3,1,"Kennedy, Mr. John",male,,0,0,7.7500,Q
3,0,"Khalil, Mr. Betros",male,,1,0,14.4542,C
3,0,"Khalil, Mrs. Betros (Zahie ""Maria"" Elias)",female,,1,0,14.4542,C
3,0,"Kiernan, Mr. John",male,,1,0,7.7500,Q
3,0,"Kiernan, Mr. Philip",male,,1,0,7.7500,Q
3,0,"Kilgannon, Mr. Thomas J",male,,0,0,7.7375,Q
3,0,"Kink, Miss. Maria",female,22,2,0,8.6625,S
3,0,"Kink, Mr. Vincenz",male,26,2,0,8.6625,S
3,1,"Kink-Heilmann, Miss. Luise Gretchen",female,4,0,2,22.0250,S
3,1,"Kink-Heilmann, Mr. Anton",male,29,3,1,22.0250,S
3,1,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",female,26,1,1,22.0250,S
3,0,"Klasen, Miss. Gertrud Emilia",female,1,1,1,12.1833,S
3,0,"Klasen, Mr. Klas Albin",male,18,1,1,7.8542,S
3,0,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",female,36,0,2,12.1833,S
3,0,"Kraeff, Mr. Theodor",male,,0,0,7.8958,C
3,1,"Krekorian, Mr. Neshan",male,25,0,0,7.2292,C
3,0,"Lahoud, Mr. Sarkis",male,,0,0,7.2250,C
3,0,"Laitinen, Miss. Kristina Sofia",female,37,0,0,9.5875,S
3,0,"Laleff, Mr. Kristo",male,,0,0,7.8958,S
3,1,"Lam, Mr. Ali",male,,0,0,56.4958,S
3,0,"Lam, Mr. Len",male,,0,0,56.4958,S
3,1,"Landergren, Miss. Aurora Adelia",female,22,0,0,7.2500,S
3,0,"Lane, Mr. Patrick",male,,0,0,7.7500,Q
3,1,"Lang, Mr. Fang",male,26,0,0,56.4958,S
3,0,"Larsson, Mr. August Viktor",male,29,0,0,9.4833,S
3,0,"Larsson, Mr. Bengt Edvin",male,29,0,0,7.7750,S
3,0,"Larsson-Rondberg, Mr. Edvard A",male,22,0,0,7.7750,S
3,1,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22,0,0,7.2250,C
3,0,"Lefebre, Master. Henry Forbes",male,,3,1,25.4667,S
3,0,"Lefebre, Miss. Ida",female,,3,1,25.4667,S
3,0,"Lefebre, Miss. Jeannie",female,,3,1,25.4667,S
3,0,"Lefebre, Miss. Mathilde",female,,3,1,25.4667,S
3,0,"Lefebre, Mrs. Frank (Frances)",female,,0,4,25.4667,S
3,0,"Leinonen, Mr. Antti Gustaf",male,32,0,0,7.9250,S
3,0,"Lemberopolous, Mr. Peter L",male,34.5,0,0,6.4375,C
3,0,"Lennon, Miss. Mary",female,,1,0,15.5000,Q
3,0,"Lennon, Mr. Denis",male,,1,0,15.5000,Q
3,0,"Leonard, Mr. Lionel",male,36,0,0,0.0000,S
3,0,"Lester, Mr. James",male,39,0,0,24.1500,S
3,0,"Lievens, Mr. Rene Aime",male,24,0,0,9.5000,S
3,0,"Lindahl, Miss. Agda Thorilda Viktoria",female,25,0,0,7.7750,S
3,0,"Lindblom, Miss. Augusta Charlotta",female,45,0,0,7.7500,S
3,0,"Lindell, Mr. Edvard Bengtsson",male,36,1,0,15.5500,S
3,0,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",female,30,1,0,15.5500,S
3,1,"Lindqvist, Mr. Eino William",male,20,1,0,7.9250,S
3,0,"Linehan, Mr. Michael",male,,0,0,7.8792,Q
3,0,"Ling, Mr. Lee",male,28,0,0,56.4958,S
3,0,"Lithman, Mr. Simon",male,,0,0,7.5500,S
3,0,"Lobb, Mr. William Arthur",male,30,1,0,16.1000,S
3,0,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26,1,0,16.1000,S
3,0,"Lockyer, Mr. Edward",male,,0,0,7.8792,S
3,0,"Lovell, Mr. John Hall (""Henry"")",male,20.5,0,0,7.2500,S
3,1,"Lulic, Mr. Nikola",male,27,0,0,8.6625,S
3,0,"Lundahl, Mr. Johan Svensson",male,51,0,0,7.0542,S
3,1,"Lundin, Miss. Olga Elida",female,23,0,0,7.8542,S
3,1,"Lundstrom, Mr. Thure Edvin",male,32,0,0,7.5792,S
3,0,"Lyntakoff, Mr. Stanko",male,,0,0,7.8958,S
3,0,"MacKay, Mr. George William",male,,0,0,7.5500,S
3,1,"Madigan, Miss. Margaret ""Maggie""",female,,0,0,7.7500,Q
3,1,"Madsen, Mr. Fridtjof Arne",male,24,0,0,7.1417,S
3,0,"Maenpaa, Mr. Matti Alexanteri",male,22,0,0,7.1250,S
3,0,"Mahon, Miss. Bridget Delia",female,,0,0,7.8792,Q
3,0,"Mahon, Mr. John",male,,0,0,7.7500,Q
3,0,"Maisner, Mr. Simon",male,,0,0,8.0500,S
3,0,"Makinen, Mr. Kalle Edvard",male,29,0,0,7.9250,S
3,1,"Mamee, Mr. Hanna",male,,0,0,7.2292,C
3,0,"Mangan, Miss. Mary",female,30.5,0,0,7.7500,Q
3,1,"Mannion, Miss. Margareth",female,,0,0,7.7375,Q
3,0,"Mardirosian, Mr. Sarkis",male,,0,0,7.2292,C
3,0,"Markoff, Mr. Marin",male,35,0,0,7.8958,C
3,0,"Markun, Mr. Johann",male,33,0,0,7.8958,S
3,1,"Masselmani, Mrs. Fatima",female,,0,0,7.2250,C
3,0,"Matinoff, Mr. Nicola",male,,0,0,7.8958,C
3,1,"McCarthy, Miss. Catherine ""Katie""",female,,0,0,7.7500,Q
3,1,"McCormack, Mr. Thomas Joseph",male,,0,0,7.7500,Q
3,1,"McCoy, Miss. Agnes",female,,2,0,23.2500,Q
3,1,"McCoy, Miss. Alicia",female,,2,0,23.2500,Q
3,1,"McCoy, Mr. Bernard",male,,2,0,23.2500,Q
3,1,"McDermott, Miss. Brigdet Delia",female,,0,0,7.7875,Q
3,0,"McEvoy, Mr. Michael",male,,0,0,15.5000,Q
3,1,"McGovern, Miss. Mary",female,,0,0,7.8792,Q
3,1,"McGowan, Miss. Anna ""Annie""",female,15,0,0,8.0292,Q
3,0,"McGowan, Miss. Katherine",female,35,0,0,7.7500,Q
3,0,"McMahon, Mr. Martin",male,,0,0,7.7500,Q
3,0,"McNamee, Mr. Neal",male,24,1,0,16.1000,S
3,0,"McNamee, Mrs. Neal (Eileen O'Leary)",female,19,1,0,16.1000,S
3,0,"McNeill, Miss. Bridget",female,,0,0,7.7500,Q
3,0,"Meanwell, Miss. (Marion Ogden)",female,,0,0,8.0500,S
3,0,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,,0,0,8.0500,S
3,0,"Meo, Mr. Alfonzo",male,55.5,0,0,8.0500,S
3,0,"Mernagh, Mr. Robert",male,,0,0,7.7500,Q
3,1,"Midtsjo, Mr. Karl Albert",male,21,0,0,7.7750,S
3,0,"Miles, Mr. Frank",male,,0,0,8.0500,S
3,0,"Mineff, Mr. Ivan",male,24,0,0,7.8958,S
3,0,"Minkoff, Mr. Lazar",male,21,0,0,7.8958,S
3,0,"Mionoff, Mr. Stoytcho",male,28,0,0,7.8958,S
3,0,"Mitkoff, Mr. Mito",male,,0,0,7.8958,S
3,1,"Mockler, Miss. Helen Mary ""Ellie""",female,,0,0,7.8792,Q
3,0,"Moen, Mr. Sigurd Hansen",male,25,0,0,7.6500,S
3,1,"Moor, Master. Meier",male,6,0,1,12.4750,S
3,1,"Moor, Mrs. (Beila)",female,27,0,1,12.4750,S
3,0,"Moore, Mr. Leonard Charles",male,,0,0,8.0500,S
3,1,"Moran, Miss. Bertha",female,,1,0,24.1500,Q
3,0,"Moran, Mr. Daniel J",male,,1,0,24.1500,Q
3,0,"Moran, Mr. James",male,,0,0,8.4583,Q
3,0,"Morley, Mr. William",male,34,0,0,8.0500,S
3,0,"Morrow, Mr. Thomas Rowan",male,,0,0,7.7500,Q
3,1,"Moss, Mr. Albert Johan",male,,0,0,7.7750,S
3,1,"Moubarek, Master. Gerios",male,,1,1,15.2458,C
3,1,"Moubarek, Master. Halim Gonios (""William George"")",male,,1,1,15.2458,C
3,1,"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)",female,,0,2,15.2458,C
3,1,"Moussa, Mrs. (Mantoura Boulos)",female,,0,0,7.2292,C
3,0,"Moutal, Mr. Rahamin Haim",male,,0,0,8.0500,S
3,1,"Mullens, Miss. Katherine ""Katie""",female,,0,0,7.7333,Q
3,1,"Mulvihill, Miss. Bertha E",female,24,0,0,7.7500,Q
3,0,"Murdlin, Mr. Joseph",male,,0,0,8.0500,S
3,1,"Murphy, Miss. Katherine ""Kate""",female,,1,0,15.5000,Q
3,1,"Murphy, Miss. Margaret Jane",female,,1,0,15.5000,Q
3,1,"Murphy, Miss. Nora",female,,0,0,15.5000,Q
3,0,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18,0,0,7.7500,S
3,0,"Naidenoff, Mr. Penko",male,22,0,0,7.8958,S
3,1,"Najib, Miss. Adele Kiamie ""Jane""",female,15,0,0,7.2250,C
3,1,"Nakid, Miss. Maria (""Mary"")",female,1,0,2,15.7417,C
3,1,"Nakid, Mr. Sahid",male,20,1,1,15.7417,C
3,1,"Nakid, Mrs. Said (Waika ""Mary"" Mowad)",female,19,1,1,15.7417,C
3,0,"Nancarrow, Mr. William Henry",male,33,0,0,8.0500,S
3,0,"Nankoff, Mr. Minko",male,,0,0,7.8958,S
3,0,"Nasr, Mr. Mustafa",male,,0,0,7.2292,C
3,0,"Naughton, Miss. Hannah",female,,0,0,7.7500,Q
3,0,"Nenkoff, Mr. Christo",male,,0,0,7.8958,S
3,1,"Nicola-Yarred, Master. Elias",male,12,1,0,11.2417,C
3,1,"Nicola-Yarred, Miss. Jamila",female,14,1,0,11.2417,C
3,0,"Nieminen, Miss. Manta Josefina",female,29,0,0,7.9250,S
3,0,"Niklasson, Mr. Samuel",male,28,0,0,8.0500,S
3,1,"Nilsson, Miss. Berta Olivia",female,18,0,0,7.7750,S
3,1,"Nilsson, Miss. Helmina Josefina",female,26,0,0,7.8542,S
3,0,"Nilsson, Mr. August Ferdinand",male,21,0,0,7.8542,S
3,0,"Nirva, Mr. Iisakki Antino Aijo",male,41,0,0,7.1250,S
3,1,"Niskanen, Mr. Juha",male,39,0,0,7.9250,S
3,0,"Nosworthy, Mr. Richard Cater",male,21,0,0,7.8000,S
3,0,"Novel, Mr. Mansouer",male,28.5,0,0,7.2292,C
3,1,"Nysten, Miss. Anna Sofia",female,22,0,0,7.7500,S
3,0,"O'Brien, Mr. Thomas",male,,1,0,15.5000,Q
3,0,"O'Brien, Mr. Timothy",male,,0,0,7.8292,Q
3,1,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,,1,0,15.5000,Q
3,0,"O'Connell, Mr. Patrick D",male,,0,0,7.7333,Q
3,0,"O'Connor, Mr. Maurice",male,,0,0,7.7500,Q
3,0,"O'Connor, Mr. Patrick",male,,0,0,7.7500,Q
3,0,"Odahl, Mr. Nils Martin",male,23,0,0,9.2250,S
3,0,"O'Donoghue, Ms. Bridget",female,,0,0,7.7500,Q
3,1,"O'Driscoll, Miss. Bridget",female,,0,0,7.7500,Q
3,1,"O'Dwyer, Miss. Ellen ""Nellie""",female,,0,0,7.8792,Q
3,1,"Ohman, Miss. Velin",female,22,0,0,7.7750,S
3,1,"O'Keefe, Mr. Patrick",male,,0,0,7.7500,Q
3,1,"O'Leary, Miss. Hanora ""Norah""",female,,0,0,7.8292,Q
3,1,"Olsen, Master. Artur Karl",male,9,0,1,3.1708,S
3,0,"Olsen, Mr. Henry Margido",male,28,0,0,22.5250,S
3,0,"Olsen, Mr. Karl Siegwart Andreas",male,42,0,1,8.4042,S
3,0,"Olsen, Mr. Ole Martin",male,,0,0,7.3125,S
3,0,"Olsson, Miss. Elina",female,31,0,0,7.8542,S
3,0,"Olsson, Mr. Nils Johan Goransson",male,28,0,0,7.8542,S
3,1,"Olsson, Mr. Oscar Wilhelm",male,32,0,0,7.7750,S
3,0,"Olsvigen, Mr. Thor Anderson",male,20,0,0,9.2250,S
3,0,"Oreskovic, Miss. Jelka",female,23,0,0,8.6625,S
3,0,"Oreskovic, Miss. Marija",female,20,0,0,8.6625,S
3,0,"Oreskovic, Mr. Luka",male,20,0,0,8.6625,S
3,0,"Osen, Mr. Olaf Elon",male,16,0,0,9.2167,S
3,1,"Osman, Mrs. Mara",female,31,0,0,8.6833,S
3,0,"O'Sullivan, Miss. Bridget Mary",female,,0,0,7.6292,Q
3,0,"Palsson, Master. Gosta Leonard",male,2,3,1,21.0750,S
3,0,"Palsson, Master. Paul Folke",male,6,3,1,21.0750,S
3,0,"Palsson, Miss. Stina Viola",female,3,3,1,21.0750,S
3,0,"Palsson, Miss. Torborg Danira",female,8,3,1,21.0750,S
3,0,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29,0,4,21.0750,S
3,0,"Panula, Master. Eino Viljami",male,1,4,1,39.6875,S
3,0,"Panula, Master. Juha Niilo",male,7,4,1,39.6875,S
3,0,"Panula, Master. Urho Abraham",male,2,4,1,39.6875,S
3,0,"Panula, Mr. Ernesti Arvid",male,16,4,1,39.6875,S
3,0,"Panula, Mr. Jaako Arnold",male,14,4,1,39.6875,S
3,0,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41,0,5,39.6875,S
3,0,"Pasic, Mr. Jakob",male,21,0,0,8.6625,S
3,0,"Patchett, Mr. George",male,19,0,0,14.5000,S
3,0,"Paulner, Mr. Uscher",male,,0,0,8.7125,C
3,0,"Pavlovic, Mr. Stefo",male,32,0,0,7.8958,S
3,0,"Peacock, Miss. Treasteall",female,3,1,1,13.7750,S
3,0,"Peacock, Mrs. Benjamin (Edith Nile)",female,26,0,2,13.7750,S
3,0,"Pearce, Mr. Ernest",male,,0,0,7.0000,S
3,0,"Pedersen, Mr. Olaf",male,,0,0,7.7750,S
3,0,"Peduzzi, Mr. Joseph",male,,0,0,8.0500,S
3,0,"Pekoniemi, Mr. Edvard",male,21,0,0,7.9250,S
3,0,"Peltomaki, Mr. Nikolai Johannes",male,25,0,0,7.9250,S
3,0,"Perkin, Mr. John Henry",male,22,0,0,7.2500,S
3,1,"Persson, Mr. Ernst Ulrik",male,25,1,0,7.7750,S
3,1,"Peter, Master. Michael J",male,,1,1,22.3583,C
3,1,"Peter, Miss. Anna",female,,1,1,22.3583,C
3,1,"Peter, Mrs. Catherine (Catherine Rizk)",female,,0,2,22.3583,C
3,0,"Peters, Miss. Katie",female,,0,0,8.1375,Q
3,0,"Petersen, Mr. Marius",male,24,0,0,8.0500,S
3,0,"Petranec, Miss. Matilda",female,28,0,0,7.8958,S
3,0,"Petroff, Mr. Nedelio",male,19,0,0,7.8958,S
3,0,"Petroff, Mr. Pastcho (""Pentcho"")",male,,0,0,7.8958,S
3,0,"Petterson, Mr. Johan Emil",male,25,1,0,7.7750,S
3,0,"Pettersson, Miss. Ellen Natalia",female,18,0,0,7.7750,S
3,1,"Pickard, Mr. Berk (Berk Trembisky)",male,32,0,0,8.0500,S
3,0,"Plotcharsky, Mr. Vasil",male,,0,0,7.8958,S
3,0,"Pokrnic, Mr. Mate",male,17,0,0,8.6625,S
3,0,"Pokrnic, Mr. Tome",male,24,0,0,8.6625,S
3,0,"Radeff, Mr. Alexander",male,,0,0,7.8958,S
3,0,"Rasmussen, Mrs. (Lena Jacobsen Solvang)",female,,0,0,8.1125,S
3,0,"Razi, Mr. Raihed",male,,0,0,7.2292,C
3,0,"Reed, Mr. James George",male,,0,0,7.2500,S
3,0,"Rekic, Mr. Tido",male,38,0,0,7.8958,S
3,0,"Reynolds, Mr. Harold J",male,21,0,0,8.0500,S
3,0,"Rice, Master. Albert",male,10,4,1,29.1250,Q
3,0,"Rice, Master. Arthur",male,4,4,1,29.1250,Q
3,0,"Rice, Master. Eric",male,7,4,1,29.1250,Q
3,0,"Rice, Master. Eugene",male,2,4,1,29.1250,Q
